Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales Price,Quantity,Discount,Profit,Order_id_year,Order_Date_year,Days_to_ship,Customer Name Masked,Original Price,Total Sales,Total Profit,Discount Price,Total Discount,Shipping Urgency,Days Since Last Order,Customer Total Sales,Customer Total Quantity,Customer Total Discount
1173,CA-2014-158064,2014-04-21,2014-04-25,Standard Class,AA-10375,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,16.52,5,0.2,5.5755,2014,2014,4,A****A****,20.65,82.6,27.877499999999998,4.13,20.65,Standard,,2734.83,41,188.54000000000002
3008,CA-2014-130729,2014-10-24,2014-10-29,Standard Class,AA-10375,Consumer,United States,Rancho Cucamonga,California,91730,West,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,34.272,3,0.2,11.1384,2014,2014,5,A****A****,42.839999999999996,102.816,33.4152,8.568,25.704,Standard,186.0,2734.83,41,188.54000000000002
808,CA-2015-140921,2015-03-02,2015-05-02,First Class,AA-10375,Consumer,United States,Omaha,Nebraska,68104,Central,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,28.4,2,0.0,11.076,2015,2015,61,A****A****,28.4,56.8,22.152,0.0,0.0,Standard,129.0,2734.83,41,188.54000000000002
809,CA-2015-140921,2015-03-02,2015-05-02,First Class,AA-10375,Consumer,United States,Omaha,Nebraska,68104,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,149.97,3,0.0,50.9898,2015,2015,61,A****A****,149.97,449.90999999999997,152.9694,0.0,0.0,Standard,0.0,2734.83,41,188.54000000000002
1979,CA-2015-109939,2015-08-05,2015-12-05,Standard Class,AA-10375,Consumer,United States,Salem,Oregon,97301,West,OFF-AR-10000127,Office Supplies,Art,Newell 321,5.248,2,0.2,0.5904,2015,2015,122,A****A****,6.56,10.496,1.1808,1.312,2.624,Standard,156.0,2734.83,41,188.54000000000002
6466,CA-2015-114503,2015-11-13,2015-11-17,Standard Class,AA-10375,Consumer,United States,Lebanon,Tennessee,37087,South,OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes,84.96,6,0.2,6.372,2015,2015,4,A****A****,106.19999999999999,509.76,38.232,21.24,127.44,Standard,100.0,2734.83,41,188.54000000000002
536,CA-2016-126613,2016-10-07,2016-07-16,Standard Class,AA-10375,Consumer,United States,Mesa,Arizona,85204,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.768,2,0.2,1.4672,2016,2016,-83,A****A****,20.96,33.536,2.9344,4.192,8.384,,329.0,2734.83,41,188.54000000000002
2264,CA-2016-131065,2016-11-14,2016-11-16,Second Class,AA-10375,Consumer,United States,Atlanta,Georgia,30318,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,499.98,2,0.0,114.9954,2016,2016,2,A****A****,499.98,999.96,229.9908,0.0,0.0,Urgent,38.0,2734.83,41,188.54000000000002
2265,CA-2016-131065,2016-11-14,2016-11-16,Second Class,AA-10375,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1,0.0,2.376,2016,2016,2,A****A****,5.28,5.28,2.376,0.0,0.0,Urgent,0.0,2734.83,41,188.54000000000002
2266,CA-2016-131065,2016-11-14,2016-11-16,Second Class,AA-10375,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,0.0,3.8822,2016,2016,2,A****A****,8.26,16.52,7.7644,0.0,0.0,Urgent,0.0,2734.83,41,188.54000000000002
9539,US-2017-169488,2017-07-09,2017-09-09,First Class,AA-10375,Consumer,United States,Providence,Rhode Island,02908,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,16.9,5,0.0,7.774,2017,2017,62,A****A****,16.9,84.5,38.87,0.0,0.0,Standard,237.0,2734.83,41,188.54000000000002
9540,US-2017-169488,2017-07-09,2017-09-09,First Class,AA-10375,Consumer,United States,Providence,Rhode Island,02908,East,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,39.96,2,0.0,18.7812,2017,2017,62,A****A****,39.96,79.92,37.5624,0.0,0.0,Standard,0.0,2734.83,41,188.54000000000002
6748,CA-2017-100230,2017-11-12,2017-12-15,Standard Class,AA-10375,Consumer,United States,New York City,New York,10035,East,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,14.952,1,0.2,5.0463,2017,2017,33,A****A****,18.689999999999998,14.952,5.0463,3.7379999999999995,3.7379999999999995,Standard,126.0,2734.83,41,188.54000000000002
6749,CA-2017-100230,2017-11-12,2017-12-15,Standard Class,AA-10375,Consumer,United States,New York City,New York,10035,East,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,17.94,3,0.0,8.073,2017,2017,33,A****A****,17.94,53.82000000000001,24.219,0.0,0.0,Standard,0.0,2734.83,41,188.54000000000002
6750,CA-2017-100230,2017-11-12,2017-12-15,Standard Class,AA-10375,Consumer,United States,New York City,New York,10035,East,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,116.98,2,0.0,29.245,2017,2017,33,A****A****,116.98,233.96,58.49,0.0,0.0,Standard,0.0,2734.83,41,188.54000000000002
1460,CA-2014-155271,2014-04-05,2014-05-04,Same Day,AA-10480,Consumer,United States,Middletown,Connecticut,06457,East,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27.46,2,0.0,9.8856,2014,2014,29,A****A****,27.46,54.92,19.7712,0.0,0.0,Standard,,5493.936,36,11.664
3108,CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,21.93,3,0.0,10.0878,2016,2016,5,A****A****,21.93,65.78999999999999,30.263399999999997,0.0,0.0,Standard,834.0,5493.936,36,11.664
3109,CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0.0,4.8588,2016,2016,5,A****A****,242.94,728.8199999999999,14.5764,0.0,0.0,Standard,0.0,5493.936,36,11.664
3110,CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,1,0.0,3.7436,2016,2016,5,A****A****,7.64,7.64,3.7436,0.0,0.0,Standard,0.0,5493.936,36,11.664
3111,CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,51.84,8,0.0,25.4016,2016,2016,5,A****A****,51.84,414.72,203.2128,0.0,0.0,Standard,0.0,5493.936,36,11.664
3112,CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,265.17,1,0.0,47.7306,2016,2016,5,A****A****,265.17,265.17,47.7306,0.0,0.0,Standard,0.0,5493.936,36,11.664
7703,CA-2016-114601,2016-08-26,2016-02-09,Standard Class,AA-10480,Consumer,United States,Detroit,Michigan,48234,Central,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,11.56,2,0.0,5.6644,2016,2016,-199,A****A****,11.56,23.12,11.3288,0.0,0.0,,40.0,5493.936,36,11.664
7704,CA-2016-114601,2016-08-26,2016-02-09,Standard Class,AA-10480,Consumer,United States,Detroit,Michigan,48234,Central,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,209.97,3,0.0,58.7916,2016,2016,-199,A****A****,209.97,629.91,176.3748,0.0,0.0,,0.0,5493.936,36,11.664
7705,CA-2016-114601,2016-08-26,2016-02-09,Standard Class,AA-10480,Consumer,United States,Detroit,Michigan,48234,Central,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,447.84,4,0.0,98.5248,2016,2016,-199,A****A****,447.84,1791.36,394.0992,0.0,0.0,,0.0,5493.936,36,11.664
7706,CA-2016-114601,2016-08-26,2016-02-09,Standard Class,AA-10480,Consumer,United States,Detroit,Michigan,48234,Central,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit�Smart WiFi Router,479.97,3,0.0,163.1898,2016,2016,-199,A****A****,479.97,1439.91,489.5694,0.0,0.0,,0.0,5493.936,36,11.664
7707,CA-2016-114601,2016-08-26,2016-02-09,Standard Class,AA-10480,Consumer,United States,Detroit,Michigan,48234,Central,OFF-AR-10002578,Office Supplies,Art,Newell 335,8.64,3,0.0,2.5056,2016,2016,-199,A****A****,8.64,25.92,7.5168,0.0,0.0,,0.0,5493.936,36,11.664
13,CA-2017-114412,2017-04-15,2017-04-20,Standard Class,AA-10480,Consumer,United States,Concord,North Carolina,28027,South,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,15.552,3,0.2,5.4432,2017,2017,5,A****A****,19.439999999999998,46.656,16.3296,3.888,11.664,Standard,232.0,5493.936,36,11.664
8004,CA-2014-143210,2014-01-12,2014-12-03,First Class,AA-10645,Consumer,United States,Lowell,Massachusetts,01852,East,TEC-PH-10004434,Technology,Phones,Cisco IP�Phone�7961G VoIP�phone�- Dark gray,271.9,2,0.0,78.851,2014,2014,325,A****A****,271.9,543.8,157.702,0.0,0.0,Standard,,22927.855,64,3342.7350000000006
8005,CA-2014-143210,2014-01-12,2014-12-03,First Class,AA-10645,Consumer,United States,Lowell,Massachusetts,01852,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",45.84,3,0.0,15.5856,2014,2014,325,A****A****,45.84,137.52,46.7568,0.0,0.0,Standard,0.0,22927.855,64,3342.7350000000006
8006,CA-2014-143210,2014-01-12,2014-12-03,First Class,AA-10645,Consumer,United States,Lowell,Massachusetts,01852,East,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,9.82,2,0.0,3.2406,2014,2014,325,A****A****,9.82,19.64,6.4812,0.0,0.0,Standard,0.0,22927.855,64,3342.7350000000006
4021,CA-2014-154963,2014-06-22,2014-06-27,Standard Class,AA-10645,Consumer,United States,Chester,Pennsylvania,19013,East,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",170.058,3,0.3,-4.8588,2014,2014,5,A****A****,242.94,510.174,-14.5764,72.88199999999999,218.64599999999996,Standard,161.0,22927.855,64,3342.7350000000006
4022,CA-2014-154963,2014-06-22,2014-06-27,Standard Class,AA-10645,Consumer,United States,Chester,Pennsylvania,19013,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,82.782,3,0.4,-15.1767,2014,2014,5,A****A****,137.97,248.346,-45.530100000000004,55.188,165.56400000000002,Standard,0.0,22927.855,64,3342.7350000000006
8008,CA-2015-110863,2015-11-17,2015-11-24,Standard Class,AA-10645,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",541.24,4,0.0,5.4124,2015,2015,7,A****A****,541.24,2164.96,21.6496,0.0,0.0,Standard,513.0,22927.855,64,3342.7350000000006
8009,CA-2015-110863,2015-11-17,2015-11-24,Standard Class,AA-10645,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32,3,0.0,49.9704,2015,2015,7,A****A****,106.32,318.96,149.9112,0.0,0.0,Standard,0.0,22927.855,64,3342.7350000000006
4452,CA-2016-147137,2016-04-07,2016-06-07,First Class,AA-10645,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4,5,0.0,8.636,2016,2016,61,A****A****,25.4,127.0,43.17999999999999,0.0,0.0,Standard,142.0,22927.855,64,3342.7350000000006
4453,CA-2016-147137,2016-04-07,2016-06-07,First Class,AA-10645,Consumer,United States,San Francisco,California,94109,West,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",43.96,2,0.0,20.6612,2016,2016,61,A****A****,43.96,87.92,41.3224,0.0,0.0,Standard,0.0,22927.855,64,3342.7350000000006
4455,CA-2016-147137,2016-04-07,2016-06-07,First Class,AA-10645,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,27.92,4,0.0,0.5584,2016,2016,61,A****A****,27.92,111.68,2.2336,0.0,0.0,Standard,0.0,22927.855,64,3342.7350000000006
6037,CA-2016-131205,2016-04-09,2016-08-09,Standard Class,AA-10645,Consumer,United States,Georgetown,Kentucky,40324,South,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0.0,16.614,2016,2016,122,A****A****,42.6,127.80000000000001,49.842,0.0,0.0,Standard,2.0,22927.855,64,3342.7350000000006
6038,CA-2016-131205,2016-04-09,2016-08-09,Standard Class,AA-10645,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,0.0,54.6912,2016,2016,122,A****A****,113.94,683.64,328.1472,0.0,0.0,Standard,0.0,22927.855,64,3342.7350000000006
6039,CA-2016-131205,2016-04-09,2016-08-09,Standard Class,AA-10645,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,129.92,4,0.0,5.1968,2016,2016,122,A****A****,129.92,519.68,20.7872,0.0,0.0,Standard,0.0,22927.855,64,3342.7350000000006
6040,CA-2016-131205,2016-04-09,2016-08-09,Standard Class,AA-10645,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,5.28,3,0.0,2.5344,2016,2016,122,A****A****,5.28,15.84,7.603200000000001,0.0,0.0,Standard,0.0,22927.855,64,3342.7350000000006
7490,CA-2017-157196,2017-05-11,2017-09-11,Standard Class,AA-10645,Consumer,United States,San Diego,California,92105,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,12.96,2,0.0,6.2208,2017,2017,123,A****A****,12.96,25.92,12.4416,0.0,0.0,Standard,397.0,22927.855,64,3342.7350000000006
8223,CA-2014-152905,2014-02-18,2014-02-24,Standard Class,AB-10015,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,12.624,2,0.2,-2.5248,2014,2014,6,A****B****,15.78,25.248,-5.0496,3.156,6.312,Standard,,1984.4799999999998,13,18.490000000000002
4962,CA-2014-156587,2014-07-03,2014-03-08,First Class,AB-10015,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",48.712,1,0.2,5.4801,2014,2014,-117,A****B****,60.89,48.712,5.4801,12.178,12.178,,135.0,1984.4799999999998,13,18.490000000000002
4963,CA-2014-156587,2014-07-03,2014-03-08,First Class,AB-10015,Consumer,United States,Seattle,Washington,98103,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,17.94,3,0.0,4.6644,2014,2014,-117,A****B****,17.94,53.82000000000001,13.993199999999998,0.0,0.0,,0.0,1984.4799999999998,13,18.490000000000002
4964,CA-2014-156587,2014-07-03,2014-03-08,First Class,AB-10015,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0.0,4.8588,2014,2014,-117,A****B****,242.94,728.8199999999999,14.5764,0.0,0.0,,0.0,1984.4799999999998,13,18.490000000000002
8802,CA-2016-140935,2016-10-11,2016-12-11,First Class,AB-10015,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10000562,Technology,Phones,Samsung Convoy 3,221.98,2,0.0,62.1544,2016,2016,61,A****B****,221.98,443.96,124.3088,0.0,0.0,Standard,831.0,1984.4799999999998,13,18.490000000000002
8803,CA-2016-140935,2016-10-11,2016-12-11,First Class,AB-10015,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",341.96,2,0.0,54.7136,2016,2016,61,A****B****,341.96,683.92,109.4272,0.0,0.0,Standard,0.0,1984.4799999999998,13,18.490000000000002
5051,CA-2015-150511,2015-09-18,2015-09-24,Standard Class,AB-10060,Home Office,United States,Des Moines,Washington,98198,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0.0,8.7138,2015,2015,6,A****B****,18.54,37.08,17.4276,0.0,0.0,Standard,,35390.579999999994,56,4601.45
350,CA-2016-129714,2016-01-09,2016-03-09,First Class,AB-10060,Home Office,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1,0.0,2.3086,2016,2016,60,A****B****,6.79,6.79,2.3086,0.0,0.0,Standard,113.0,35390.579999999994,56,4601.45
351,CA-2016-129714,2016-01-09,2016-03-09,First Class,AB-10060,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,2,0.0,11.5432,2016,2016,60,A****B****,24.56,49.12,23.0864,0.0,0.0,Standard,0.0,35390.579999999994,56,4601.45
352,CA-2016-129714,2016-01-09,2016-03-09,First Class,AB-10060,Home Office,United States,New York City,New York,10009,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.048,1,0.2,1.0668,2016,2016,60,A****B****,3.81,3.048,1.0668,0.762,0.762,Standard,0.0,35390.579999999994,56,4601.45
353,CA-2016-129714,2016-01-09,2016-03-09,First Class,AB-10060,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49.12,4,0.0,23.0864,2016,2016,60,A****B****,49.12,196.48,92.3456,0.0,0.0,Standard,0.0,35390.579999999994,56,4601.45
2364,US-2016-108637,2016-03-13,2016-03-18,Standard Class,AB-10060,Home Office,United States,Waynesboro,Virginia,22980,South,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",127.88,2,0.0,40.9216,2016,2016,5,A****B****,127.88,255.76,81.8432,0.0,0.0,Standard,64.0,35390.579999999994,56,4601.45
2365,US-2016-108637,2016-03-13,2016-03-18,Standard Class,AB-10060,Home Office,United States,Waynesboro,Virginia,22980,South,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2,0.0,44.8896,2016,2016,5,A****B****,160.32,320.64,89.7792,0.0,0.0,Standard,0.0,35390.579999999994,56,4601.45
2366,US-2016-108637,2016-03-13,2016-03-18,Standard Class,AB-10060,Home Office,United States,Waynesboro,Virginia,22980,South,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,46.0,4,0.0,20.7,2016,2016,5,A****B****,46.0,184.0,82.8,0.0,0.0,Standard,0.0,35390.579999999994,56,4601.45
1176,CA-2016-161207,2016-08-29,2016-03-09,Standard Class,AB-10060,Home Office,United States,Concord,New Hampshire,03301,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0.0,8.0997,2016,2016,-173,A****B****,27.93,83.78999999999999,24.299100000000003,0.0,0.0,,169.0,35390.579999999994,56,4601.45
9498,CA-2017-118213,2017-05-11,2017-07-11,First Class,AB-10060,Home Office,United States,Greenwood,Indiana,46142,Central,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",4.41,1,0.0,2.0286,2017,2017,61,A****B****,4.41,4.41,2.0286,0.0,0.0,Standard,255.0,35390.579999999994,56,4601.45
9499,CA-2017-118213,2017-05-11,2017-07-11,First Class,AB-10060,Home Office,United States,Greenwood,Indiana,46142,Central,OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper,167.94,3,0.0,82.2906,2017,2017,61,A****B****,167.94,503.82,246.8718,0.0,0.0,Standard,0.0,35390.579999999994,56,4601.45
9500,CA-2017-118213,2017-05-11,2017-07-11,First Class,AB-10060,Home Office,United States,Greenwood,Indiana,46142,Central,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,67.8,10,0.0,31.188,2017,2017,61,A****B****,67.8,678.0,311.88,0.0,0.0,Standard,0.0,35390.579999999994,56,4601.45
8170,CA-2017-107174,2017-06-11,2017-11-13,Standard Class,AB-10060,Home Office,United States,Seattle,Washington,98105,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 �Pillow Soft� Series Mid Back Swivel/Tilt Chairs,449.568,2,0.2,-73.0548,2017,2017,155,A****B****,561.9599999999999,899.136,-146.1096,112.392,224.784,Standard,0.0,35390.579999999994,56,4601.45
8171,CA-2017-107174,2017-06-11,2017-11-13,Standard Class,AB-10060,Home Office,United States,Seattle,Washington,98105,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,108.96,3,0.0,32.688,2017,2017,155,A****B****,108.96,326.88,98.06400000000001,0.0,0.0,Standard,0.0,35390.579999999994,56,4601.45
5001,CA-2017-159688,2017-07-05,2017-12-05,Standard Class,AB-10060,Home Office,United States,Los Angeles,California,90004,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,79.99,1,0.0,28.7964,2017,2017,153,A****B****,79.99,79.99,28.7964,0.0,0.0,Standard,24.0,35390.579999999994,56,4601.45
3034,CA-2017-134173,2017-09-16,2017-09-21,Standard Class,AB-10060,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,20.736,4,0.2,7.2576,2017,2017,5,A****B****,25.919999999999998,82.944,29.0304,5.184,20.736,Standard,73.0,35390.579999999994,56,4601.45
4283,CA-2014-103100,2014-12-20,2014-12-23,First Class,AB-10105,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-LA-10003720,Office Supplies,Labels,Avery 487,3.69,1,0.0,1.7343,2014,2014,3,A****B****,3.69,3.69,1.7343,0.0,0.0,Urgent,,143857.709,73,4685.601000000001
9102,CA-2015-163181,2015-07-11,2015-12-11,Standard Class,AB-10105,Consumer,United States,Houston,Texas,77041,Central,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,23.64,3,0.2,5.319,2015,2015,153,A****B****,29.55,70.92,15.957,5.91,17.73,Standard,203.0,143857.709,73,4685.601000000001
9103,CA-2015-163181,2015-07-11,2015-12-11,Standard Class,AB-10105,Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",84.784,2,0.2,-16.9568,2015,2015,153,A****B****,105.98,169.568,-33.9136,21.196,42.392,Standard,0.0,143857.709,73,4685.601000000001
